"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"
686	142	296	896	298	89	212	524	699	141	171	118	92	272	810	917	1638	610	702	315	30	79	919	172	47	161	318	467	88	59	85
77	105	122	34	22	74	59	27	49	88	337	15	10	111	43	389	385	48	130	42	108	88	63	143	227	257	99	39	126	213	8
1832	11801	85301	17626	73184	585	3281	14355	1812	17354	1112	2182	7966	17148	1148	7407	44307	15500	3707	7157	42669	547	48534	45066	11501	65464	109182	22256	8603	16040	11989
4	8	4	9	0	4	2	3	0	18	6	8	0	4	4	17	112	11	35	11	1	14	216	7	16	12	1	9	88	31	11
67	1998	4433	1148	1745	490	3094	562	18	1715	3099	1387	58	456	698	3749	595	1060	35	102	2489	1813	611	727	959	696	1441	1022	237	2171	80
4	27	931	1652	1009	722	2496	1066	1058	1997	88	2065	1723	633	467	3920	1906	820	606	663	1149	1881	1566	2471	1539	5296	1634	738	590	4255	676
0	6	0	8	3	0	0	62	11	9	2	7	51	35	0	34	73	63	10	4	1	4	32	7	3	29	4	0	11	31	31
46	71	64	2	48	45	185	66	159	289	6	68	6	288	61	138	192	156	10	24	3	56	60	5	10	368	267	4	2	13	67
13	67	109	143	279	91	490	115	191	1	240	5	151	322	279	188	353	54	61	41	52	197	66	20	21	17	284	102	112	316	21
257	34406	1182	4245	6365	2248	1611	1993	4670	30822	5626	848	7200	16093	4070	34653	10880	1176	182	2404	2816	15987	3778	7922	9427	9553	6741	1175	9767	2723	3059
42	204	146	96	18	30	42	12	112	131	53	184	86	375	6	16	336	142	75	344	46	144	10	8	78	568	176	4	63	79	206
121	120	270	344	97	20	267	145	3	26	16	114	81	91	34	19	2598	258	8	408	90	119	94	4	8	366	6	8	37	60	165
2392	6349	57	27860	4424	5781	12766	6332	2483	153	6685	8739	14811	29749	8534	6911	16085	3181	3215	9714	26500	2263	92547	1848	5761	41974	26590	4882	30952	37606	2137
186	211	105	172	284	173	269	902	103	75	160	96	19	18	215	47	769	22	117	94	542	310	58	62	38	88	396	65	218	620	292
15	379	106	16	9	90	111	1	29	50	16	0	8	1	53	30	44	15	7	10	39	14	13	0	8	20	25	6	5	16	1
18	25	5	26	3	0	4	1	17	8	8	3	3	27	3	6	24	26	8	17	14	10	6	2	1	2	7	20	5	60	0
26	288	8	2	32	23	5	43	0	54	42	2	3	146	4	1	24	11	20	73	330	1	44	13	20	101	705	10	44	545	84
109	1627	734	29	755	288	490	263	18	17	316	113	270	334	128	237	111	31	3	1	65	97	421	77	74	211	181	22	12	571	6
24	3933	679	349	846	291	337	814	38	1295	163	72	829	154	26	2031	4474	649	126	396	193	347	427	589	776	1722	494	123	39	4817	102
12	65	117	209	379	1	496	0	15	124	95	83	20	20	201	309	556	84	226	0	0	78	12	21	207	117	461	211	159	126	159
4	10	5	1	2	0	8	1	5	13	5	19	5	2	5	2	32	15	14	1	2	11	5	0	3	13	7	1	4	102	17
4	340	294	27	88	321	299	105	89	446	332	110	37	668	529	1378	2688	889	500	289	160	177	194	353	598	752	350	50	260	631	420
27	239	197	1	1	10	66	32	54	81	27	79	84	29	41	131	89	107	10	53	22	202	19	6	18	2	36	41	53	21	3
5	10	190	300	20	4	119	147	86	164	233	20	324	93	23	517	135	138	122	32	42	173	130	113	31	61	194	1	61	179	38
56	9	3262	51	619	167	849	280	1968	370	686	54	421	118	41	114	1137	104	178	431	806	161	477	345	13	873	1092	125	96	20	13
664	5462	1735	2760	370	845	1869	656	384	287	1858	235	209	198	249	536	2802	1055	1611	529	318	553	1511	246	412	911	271	773	553	5247	1693
38	230	4	55	153	12	315	0	43	242	35	44	21	32	26	163	270	118	56	48	63	7	5	27	66	27	366	2	11	65	0
33	337	302	159	714	781	27	262	481	625	1308	664	402	232	724	785	703	221	642	673	230	885	187	186	832	1087	351	695	35	37	684
569	17370	15079	2106	6724	3408	8146	2864	5359	28575	1954	167	905	32836	913	42270	25193	4506	42858	52119	7979	11560	7975	529	5515	39182	26177	1072	292	6931	1942
75	733	196	1093	723	11	61	129	68	29	21	429	98	38	835	985	97	876	248	71	145	315	709	204	328	701	683	484	529	181	375
210	17	458	847	2	52	35	141	120	164	124	239	84	25	327	60	589	231	96	9	161	3	191	198	426	312	297	36	1	34	2
655	2626	1454	3352	1767	850	481	3679	2705	4387	4530	593	202	3624	82	1247	6700	93	5610	2629	127	1784	614	712	1242	2368	647	127	1605	10950	2113
218	6654	1045	1555	673	21	1969	157	60	1961	1133	1693	659	614	732	206	43	136	553	203	522	501	92	97	164	1126	2642	131	39	71	546
14	3	71	12	67	1	0	3	2	30	18	2	1	5	0	0	4	1	1	1	4	10	12	0	0	6	38	2	4	0	1
7	31	54	7	12	7	8	4	17	6	45	4	20	79	13	47	75	13	1	2	7	3	13	6	0	18	15	22	3	25	30
29	209	277	372	507	80	508	23	35	211	526	458	272	50	79	249	2416	31	444	129	519	147	542	362	233	151	60	268	6	87	13
1	7	0	0	34	4	11	24	6	1	1	12	1	20	11	18	3	0	1	4	5	1	22	8	1	43	5	0	1	7	1
4	21	1	28	9	11	7	2	0	3	2	0	6	1	2	4	135	2	16	13	1	0	1	9	2	7	6	2	1	14	5
21	13	129	145	7	59	36	126	39	858	84	30	143	230	19	192	20	355	337	223	15	151	49	9	118	140	220	18	32	28	121
1181	34	129	1412	353	336	2567	621	569	123	59	510	158	73	2137	365	2910	215	2835	309	202	284	810	389	722	294	3890	126	299	1926	980
1118	1663	267	2802	401	198	300	9	310	1379	228	258	883	2084	6	473	0	2098	189	5	300	553	1121	303	2518	109	814	524	29	804	485
9	114	57	100	40	3	70	24	0	5	86	17	12	43	4	91	76	21	27	38	17	0	9	22	6	85	87	30	15	0	20
1007	2463	1206	135	489	284	182	771	688	801	787	645	2980	918	35	1260	3365	375	539	398	472	601	338	29	1093	869	1656	576	439	3323	370
64	65	239	149	112	65	199	299	17	28	96	155	120	181	16	610	768	30	47	21	154	231	69	11	65	180	422	236	2	320	73
72	947	27	370	1163	361	389	349	511	955	17	919	853	113	659	28	3922	12	395	521	541	166	598	168	122	1509	2227	782	416	2806	189
2380	838	4913	2166	21422	3755	1032	537	5421	285	3881	1646	10545	229	142	7536	31328	1754	3042	1532	587	991	848	538	2271	16212	2499	2939	8907	4141	435
600	538	199	372	310	434	492	61	6	928	593	425	640	194	957	2454	2072	952	21	1143	654	1101	0	55	229	200	1852	801	311	2036	42
2013	10852	15338	6928	1500	844	8402	7419	10028	2944	5002	881	12649	4364	829	6714	2031	1793	2780	2659	9462	263	1007	443	4459	3387	9690	2677	5734	18111	3337
1	90	240	59	114	60	69	49	8	282	12	48	7	14	79	396	231	16	22	144	43	7	75	169	133	22	132	75	57	221	57
93	518	1138	120	141	195	895	29	87	158	121	137	460	97	200	1200	661	22	47	123	115	84	4	18	11	205	892	181	96	6	23
204	1415	42	410	607	484	116	91	260	1948	84	2939	569	594	186	714	610	2367	677	613	333	744	156	970	368	259	226	44	32	838	201
312	233	329	1116	682	131	2337	356	76	636	917	704	299	334	805	132	536	837	325	262	325	254	121	251	734	226	875	995	86	2929	569
11	47	10	125	36	20	101	11	22	51	11	99	76	62	26	42	506	29	93	42	47	78	21	217	16	84	309	2	5	115	46
995	101	6410	2561	6263	1800	1047	2124	75	623	837	1346	83	313	223	820	17597	1915	3360	127	2500	3251	6706	1305	1535	3674	4234	142	305	4857	2196
1537	1962	1344	932	567	764	417	1835	1192	45	2629	466	1972	1277	1013	6005	1514	467	1882	430	1012	1527	1785	846	2251	6154	590	815	383	2805	1660
9	94	21	186	301	206	82	170	1182	604	157	1083	720	139	664	235	639	345	326	341	114	36	448	247	924	689	73	58	325	2151	129
7	6	2	0	0	7	7	4	0	7	41	8	3	3	6	9	112	6	2	4	26	20	11	17	2	13	2	0	7	20	19
198	7237	285	478	2940	1482	601	786	4646	5829	4227	7335	3079	3756	532	3733	11822	2415	9045	4626	615	1297	455	627	306	421	8983	872	1221	9448	2339
46	85	20	56	165	34	96	17	8	17	71	20	87	109	41	115	137	41	72	48	5	0	19	1	8	82	120	19	13	269	29
104	283	23	23	70	46	6	366	60	24	62	219	150	199	1	324	616	79	170	50	179	161	200	304	369	0	147	179	244	165	8
485	2399	228	266	682	124	1430	215	130	2083	70	2190	452	515	107	2024	1830	194	653	1234	263	26	411	424	374	104	1407	35	152	775	82
11	102	1	200	65	16	8	127	120	173	175	59	30	55	61	93	230	9	40	87	56	38	21	20	15	7	184	40	34	11	11
2	12	28	4	18	2	8	4	0	0	4	9	14	3	5	8	0	16	12	19	2	4	2	9	2	29	5	12	6	10	1
16	18	44	24	114	7	72	22	3	102	66	21	5	62	52	93	634	33	90	5	20	142	4	80	72	114	21	38	50	290	14
24	503	464	17	59	58	531	179	13	403	412	103	73	364	1	171	484	584	169	203	30	206	230	139	89	769	1086	45	159	330	371
31	237	148	60	30	152	73	38	28	86	175	23	325	29	108	5	18	165	25	15	59	130	185	5	97	20	231	31	11	370	31
535	621	905	2818	1608	1171	1264	1291	681	3669	9847	2008	1853	345	444	2026	1817	2674	1466	179	836	558	1483	265	5446	104	1592	634	814	244	163
242	27	1144	129	346	100	209	110	1	181	26	189	39	86	22	347	157	66	294	44	53	364	30	90	95	377	255	62	142	213	127
2	262	70	64	1	74	21	197	19	7	24	78	22	72	43	40	56	0	4	33	14	6	50	3	256	41	56	14	51	135	10
126	348	103	672	47	179	562	238	88	301	177	19	126	220	172	123	678	71	88	43	3	196	57	323	209	70	99	237	21	78	36
455	918	1647	4413	7994	1029	1235	1962	304	6698	5067	1383	257	781	199	339	2609	383	829	3829	3102	579	962	4895	2554	1402	1579	217	1481	5235	978
7	92	0	28	7	2	2	2	3	4	11	4	3	6	2	16	8	25	16	0	4	8	4	14	18	6	9	4	0	3	0
68	317	164	679	312	134	982	39	20	28	627	350	116	51	40	389	239	98	150	85	220	194	117	266	262	80	278	894	98	31	204
20	308	717	551	522	104	199	323	297	126	1269	513	426	1029	1264	698	516	138	136	107	485	462	32	347	392	166	7	144	21	285	224
9	1	13	18	7	71	4	21	1	25	79	35	49	17	1	14	3	19	1	1	18	29	12	3	72	5	18	17	3	4	2
43	72	211	5	47	66	29	62	2	109	91	111	61	152	10	189	919	48	7	0	165	107	27	24	94	16	161	25	23	53	16
1296	5433	1967	7224	3036	2611	366	3765	1621	3758	1496	147	2253	178	161	938	12382	73	3486	92	61	365	581	119	5072	8816	263	46	3074	5646	3137
11	225	386	69	456	18	305	57	224	18	727	421	117	96	45	12	18	52	35	137	19	92	71	64	715	452	112	25	117	225	64
195	18	103	766	520	92	394	37	125	37	206	313	108	510	21	1851	1072	295	155	40	44	466	35	49	114	573	339	231	598	1153	248
26	23	215	574	529	3	1794	38	52	19	37	49	70	97	411	383	67	295	78	129	70	952	19	47	642	714	404	24	65	275	61
43	31	2	104	38	8	5	22	10	40	8	0	7	16	11	12	28	0	2	4	1	10	3	4	11	29	20	17	0	40	13
876	4166	733	521	1072	419	1041	1460	535	812	475	1907	248	2733	1121	8909	665	166	1432	34	379	726	504	153	1046	1986	611	678	94	1732	817
17	33	23	38	14	17	71	6	3	6	23	4	4	50	3	81	107	11	75	7	8	50	21	2	0	18	13	25	31	54	3
1546	5345	407	531	423	2843	562	4855	239	7951	2769	8190	331	295	1814	1042	3980	6232	5252	10976	3181	1106	4043	3705	592	6252	10800	8015	3713	2495	4496
375	1304	5788	5310	821	1421	2124	1316	235	4698	1958	646	1973	712	264	1086	7074	2146	579	1717	81	1030	3162	1380	5472	759	810	468	174	5015	4
9	11	20	2	18	19	15	13	25	63	21	2	33	4	12	104	58	10	8	6	1	20	3	5	8	14	69	14	13	4	9
1963	1006	1213	4611	2142	90	1136	729	3	1501	1063	332	3487	1139	423	1102	4537	66	694	518	251	1500	851	1888	1905	1600	2889	566	1509	336	427
1165	4084	15773	1404	363	2092	8819	474	814	5708	3931	438	487	6232	10070	24272	5833	153	11529	2439	599	2887	14478	2899	574	1762	7486	3080	5753	3898	6666
7	15	98	1	1	3	11	13	22	11	29	28	24	48	23	34	6	5	4	41	47	41	1	23	47	7	24	31	8	16	16
1025	2943	116	308	237	84	482	557	1912	5224	246	493	815	141	875	4458	6911	786	1245	1070	591	1365	2555	551	161	1247	1883	1602	110	3145	242
339	135	93	536	255	261	78	238	235	581	678	212	1030	207	331	572	501	296	478	114	140	350	93	78	770	1539	544	80	121	496	507
224	163	114	229	81	10	101	160	211	765	503	635	291	433	332	278	1176	740	141	498	202	67	404	272	572	378	662	391	560	753	288
17	50	21	54	47	25	95	52	9	12	17	35	39	50	19	11	138	55	0	59	53	34	0	21	78	36	36	9	57	72	1
5	0	37	1	10	0	8	1	0	31	21	14	0	1	1	4	57	18	34	18	2	4	27	10	35	16	7	12	2	4	19
191	2697	634	291	155	3	347	253	278	1577	678	100	244	678	233	43	600	17	299	393	99	379	434	95	703	1497	1	2275	74	244	548
790	9302	1719	693	39	301	1786	2458	2521	5274	4565	1684	613	830	3085	731	32187	7257	255	3162	1243	1597	3499	955	1100	1289	2556	525	2296	6375	1131
93	8	276	242	157	53	89	86	12	50	114	59	37	68	28	15	533	100	80	36	198	54	144	70	379	93	168	148	169	49	116
43	86	260	92	16	52	45	63	16	122	268	11	263	15	16	117	126	398	28	184	7	60	152	81	40	16	49	6	126	149	239
8	275	73	216	95	38	345	54	71	124	178	68	2	253	62	93	42	12	70	2	170	73	59	67	6	48	323	21	172	562	0
134	118	149	282	22	60	22	24	10	106	26	104	0	55	7	128	128	320	259	79	16	5	5	24	34	107	38	90	20	68	0
121	15	61	47	4	43	668	5	0	92	366	238	77	163	69	152	0	147	15	5	104	13	0	79	33	152	72	20	55	98	38
46	206	158	198	0	59	218	126	149	515	68	141	106	40	103	288	385	173	172	179	12	190	107	313	576	140	642	4	14	31	105
8	909	286	50	232	32	356	148	107	78	185	51	82	285	60	214	600	21	286	132	3	187	35	89	191	669	71	88	203	42	30
137	326	811	780	355	138	214	788	383	115	806	24	905	183	56	475	4009	377	2856	258	615	226	2118	1011	1031	1227	433	1104	1352	253	103
472	2560	2508	919	920	229	983	2769	327	2457	1954	236	758	178	2291	826	636	530	2069	1009	619	793	111	736	863	730	876	949	78	1062	389
41	1854	671	977	25	9	213	269	106	526	272	19	163	369	175	47	1331	620	107	86	291	165	413	104	320	268	1566	1162	322	100	671
77	3637	3247	675	981	175	1264	153	1001	1423	99	1709	5284	586	122	6944	5739	1029	1224	4668	1476	2098	590	426	1219	1612	8242	531	33	216	2061
25	149	1361	69	974	85	400	44	455	121	59	932	818	218	132	31	831	162	143	600	215	489	93	386	302	8	11	97	130	635	579
90	318	72	1183	300	123	213	111	91	146	103	66	116	491	259	158	374	137	73	70	113	3	137	30	171	95	1164	634	55	82	282
180	415	1172	803	699	82	468	290	35	154	26	184	290	115	652	575	1540	928	193	789	27	506	55	214	161	81	415	284	221	494	117
33	26	3	15	5	2	0	3	2	18	2	4	11	10	2	18	34	35	17	1	9	0	14	46	5	21	0	3	1	30	6
9	29	21	31	1	10	14	4	4	53	33	6	8	0	6	3	25	8	4	0	1	2	1	12	8	20	0	9	15	8	0
1	31	4	8	6	1	7	0	0	0	29	45	5	2	9	0	11	19	9	36	4	22	16	5	15	10	2	38	2	17	6
2	29	11	12	41	0	1	1	3	12	10	3	0	0	0	0	1	12	17	13	9	9	1	9	15	0	13	1	12	24	2
52	42	109	43	72	2	4	2	38	16	75	14	21	8	10	53	201	8	18	10	8	7	18	42	4	0	21	3	137	31	49
63	354	15	72	56	115	44	38	32	0	218	18	72	85	101	20	172	16	0	16	102	13	11	80	13	202	627	19	3	73	2
39	2105	158	160	167	204	128	152	491	40	2336	228	336	1116	527	2084	1091	2453	17	11	161	856	586	230	1720	142	1546	743	71	60	853
157	73	71	51	3	200	125	69	11	68	84	196	62	18	57	55	432	120	199	64	104	107	92	7	10	302	38	32	193	287	57
157	303	622	672	568	1	441	85	6	29	92	1725	69	96	178	36	3085	110	193	72	633	256	908	334	993	453	292	254	5	409	133
158	663	1017	1185	614	65	873	7	298	34	228	745	272	142	49	434	87	58	47	700	597	569	16	278	892	235	857	109	60	1025	129
456	822	1269	1363	331	19	157	276	157	259	333	209	73	760	90	1872	169	538	211	26	576	82	282	435	383	1328	2164	346	624	311	440
416	251	1722	795	216	464	669	351	579	1768	667	366	699	364	667	124	87	765	1141	0	340	1657	186	787	1135	98	9	117	235	1058	149
44	27	49	224	87	204	83	23	35	238	143	226	939	13	47	129	1468	62	203	276	223	82	44	13	129	348	133	187	249	6	123
2441	540	3626	28153	9485	4468	675	3101	2956	3412	7932	2515	2391	1971	14350	10732	9548	5042	1532	3145	2053	815	1326	407	8499	1428	1954	411	4408	3133	887
100	135	17	320	247	20	354	181	265	249	871	273	153	97	117	343	1547	89	19	342	124	23	515	124	362	44	620	25	137	554	510
200	101	19	428	235	185	95	262	47	162	48	1294	389	85	197	73	146	1045	480	28	332	180	152	222	1882	166	43	911	523	42	493
8	18	14	46	0	8	0	2	1	50	28	20	6	6	29	45	80	8	7	48	2	4	70	0	2	22	15	20	15	4	1
208	13	1503	52	130	691	97	375	58	2294	57	216	188	538	419	95	249	2082	499	1299	147	1000	312	97	341	368	3445	139	452	384	601
14	16	82	66	70	38	45	6	1	303	27	66	64	35	16	122	9	2	0	2	26	18	10	11	14	22	141	1	20	92	11
8	144	56	409	30	40	188	25	29	281	248	68	66	432	56	461	1840	149	0	152	108	46	252	113	290	4	50	92	7	724	29
237	23	44	58	38	31	24	341	167	263	27	169	412	82	351	85	168	55	160	174	15	199	355	259	17	58	246	164	47	4	102
59	532	432	4743	617	109	588	289	460	672	89	844	300	316	47	2812	3556	8	934	525	56	328	282	89	800	765	1339	118	529	1217	868
5201	61	319	22614	6935	719	9661	673	289	889	1117	2030	3616	942	14115	4301	16475	2155	2457	17419	294	1505	21258	2201	15117	1285	642	10380	1149	1360	1028
556	56	7232	1337	1468	94	3721	596	2427	1215	659	3023	939	5259	133	8101	1381	23	431	2045	639	43	364	1034	660	4825	2913	2207	1147	6780	2715
175	30	34	27	2	18	10	118	167	121	649	40	182	308	84	152	2539	354	114	258	110	247	37	2	103	246	67	492	309	169	379
15	70	203	31	43	0	39	53	6	48	18	15	6	15	5	24	43	73	20	4	0	5	0	9	3	10	21	13	33	50	34
45	118	54	739	608	114	363	28	16	192	479	134	723	45	290	349	204	98	252	247	105	113	100	591	152	816	15	203	67	380	106
317	5990	4535	29608	9632	9029	983	2396	558	2432	5415	1339	1487	4077	176	14505	885	2209	2629	11219	1148	8956	15920	795	6521	6861	17562	1405	16537	36205	926
0	31	5	8	0	3	1	4	3	0	4	6	1	20	5	8	108	6	8	7	3	2	23	5	2	35	32	1	0	0	0
585	2331	68	1233	3511	456	736	906	44	184	632	578	134	1003	639	427	7675	2036	137	66	523	1696	686	18	3658	401	1099	2676	292	1995	71
4	24	91	51	642	146	288	163	0	210	105	127	275	331	156	42	429	168	43	5	19	71	73	154	297	404	345	25	30	66	104
4	137	114	1	9	11	12	18	3	53	23	18	57	24	9	11	105	11	14	14	18	8	34	51	34	15	107	67	16	14	32
30	33	67	2	6	6	14	9	24	55	2	12	286	13	59	27	8	48	11	2	2	20	55	2	24	56	153	3	11	11	23
14	306	636	272	235	405	76	33	8	616	165	17	69	260	70	100	1049	175	535	225	360	317	721	177	59	428	162	14	55	71	186
95	385	618	129	27	122	186	10	65	394	347	60	210	28	61	28	438	20	90	53	2	258	81	33	248	470	103	47	37	31	243
4	3	10	43	10	1	53	10	0	2	10	0	25	4	8	4	175	18	5	32	6	10	9	0	2	25	40	5	0	18	23
0	685	93	661	236	50	122	38	149	839	127	157	140	15	8	186	349	491	15	142	83	34	41	185	316	872	131	63	385	317	378
1275	1252	7	270	71	308	643	109	715	1754	3284	212	29	616	438	525	7621	227	557	166	65	1822	261	467	429	1486	5241	1498	235	591	13
13	10	2	31	13	11	3	43	15	81	1	1	48	98	66	6	70	9	3	46	63	11	35	160	41	81	144	3	91	23	10
17	216	176	269	255	77	449	9	144	32	84	790	110	105	10	26	1597	456	148	6	21	23	16	48	39	420	159	326	160	746	181
8025	1557	2595	3628	2738	617	712	3515	1295	876	4338	1550	9803	7993	1397	13791	3620	3402	3001	9124	806	1037	1164	68	12944	10205	10476	2177	2692	302	1805
55	1253	722	1956	914	411	453	265	449	694	939	1219	398	192	155	743	851	341	1868	627	887	145	1089	436	51	2415	43	98	386	6	1445
139	320	373	410	33	23	838	274	63	291	530	160	78	291	1449	468	1388	1043	385	222	162	187	625	191	92	21	747	1386	78	1016	343
1647	2798	59	2136	21	1241	1333	21	193	1686	3975	201	826	1225	865	910	10917	227	8	244	390	889	1843	42	642	388	1557	267	697	436	591
188	672	951	668	738	100	263	349	16	356	900	430	31	2	692	136	1077	542	4	509	1200	547	90	28	88	344	398	116	280	155	752
177	51	302	409	49	37	148	459	39	581	757	243	319	399	389	3829	456	39	325	53	257	15	323	555	184	475	871	386	57	671	83
1393	9868	8714	1007	609	1994	4129	270	1154	470	5849	4524	5532	4201	1171	1242	28379	1309	1974	1514	758	138	1431	937	1003	226	896	521	3840	1389	36
194	812	208	1062	286	121	1045	290	376	463	420	708	572	417	1	1119	465	177	116	30	391	410	73	544	221	112	101	256	176	906	196
47	49	71	175	200	85	101	43	55	0	16	152	39	108	178	710	232	37	83	48	118	341	102	168	53	1047	70	93	19	898	255
676	564	1466	140	121	680	1203	192	427	950	71	581	914	112	95	1074	409	22	294	965	451	59	488	207	450	695	520	561	40	28	177
24	87	89	353	555	23	508	37	3	189	557	204	216	196	123	90	322	117	53	80	88	30	163	28	437	143	643	8	129	428	89
367	151	442	9	914	792	526	144	297	1372	232	285	384	81	27	234	700	437	1036	884	215	508	59	278	1697	1117	2443	281	145	748	318
1	30	3	19	10	2	40	14	2	21	32	39	31	3	30	32	191	8	19	2	1	1	54	0	2	25	1	55	55	25	14
64	66	351	52	51	84	185	123	71	328	79	669	160	468	26	186	218	264	412	271	67	106	448	142	95	170	103	155	42	584	480
75	514	52	307	90	60	134	466	415	111	192	74	33	806	155	217	1685	103	3	11	302	35	109	181	42	124	487	106	76	942	955
2954	2398	4218	3438	1660	3720	4163	1922	1119	646	6569	3664	961	4004	9631	703	840	1326	4800	7078	8217	3718	1422	321	1601	1455	1280	3680	86	3356	1342
3	6	37	12	32	3	82	25	3	71	22	33	52	10	33	111	205	21	40	16	12	35	24	8	0	38	246	18	25	23	42
153	1010	1239	3304	276	16	651	220	122	1157	13	366	1643	987	1249	5031	181	678	269	102	56	657	236	571	905	202	743	44	1276	2569	380
601	4708	6817	823	878	884	175	497	614	218	4115	1183	854	1194	909	5743	8781	841	564	536	177	545	2177	2406	8070	1653	8235	948	1784	3507	174
17	5	19	22	14	72	21	7	52	40	1	4	5	56	21	26	16	55	7	13	33	54	1	64	53	34	3	29	3	238	5
0	274	497	274	428	216	62	130	1	449	447	77	1	68	7	587	339	43	97	29	77	188	173	29	161	106	207	55	126	14	123
274	3449	238	193	519	1715	313	89	498	4891	758	628	48	674	1040	2572	4008	242	675	195	94	182	334	816	2846	5409	746	600	676	737	109
32	417	256	392	782	216	49	6	186	0	573	300	83	56	495	58	870	90	165	80	11	63	176	61	174	217	1521	17	41	621	11
124	1306	4180	4061	830	1651	6027	650	1193	2205	2136	10458	2611	2613	2659	722	8798	304	6542	4573	4284	2515	19210	553	3719	6498	6558	12062	4292	14303	1521
27	581	77	100	192	226	903	102	16	295	486	89	260	118	131	344	212	78	178	493	845	69	339	33	644	145	557	213	464	418	126
778	1872	918	741	2595	561	562	179	488	3512	566	721	427	2609	336	192	3729	832	303	1333	726	483	4041	2516	1228	1292	7636	549	259	1606	2755
15	169	1809	540	275	265	93	94	74	123	131	84	24	267	115	990	284	64	102	630	20	17	28	38	300	210	71	36	19	255	82
36	1980	104	116	19	108	857	95	80	196	73	279	1420	0	91	30	56	175	331	110	24	246	58	58	178	79	607	94	7	143	145
108	0	30	90	241	113	1074	20	119	680	91	132	9	390	19	58	517	673	110	100	242	292	297	163	171	691	49	45	3	45	121
1	9	26	23	29	8	2	1	5	4	1	8	19	6	21	9	0	5	7	16	6	9	0	15	6	6	10	8	3	11	1
117	7432	789	445	896	72	22	1303	2315	228	1315	111	315	140	249	2694	6883	464	247	1454	612	118	2659	3501	644	425	245	250	183	9161	84
23	53	382	6	322	37	2	642	898	78	109	48	385	157	93	192	58	183	352	74	246	120	2	475	247	118	489	305	208	836	362
538	177	889	72	797	39	733	196	199	21	159	35	1328	407	205	1427	4342	671	582	214	155	120	229	50	572	427	247	197	1198	709	81
1220	4344	2016	4288	631	433	51	1562	1057	2558	2085	1511	53	4	1412	4604	3485	99	1570	3907	1145	849	610	758	4147	568	1894	388	98	2508	988
360	1948	2301	151	1161	315	667	1182	363	2316	1729	803	2012	89	711	3459	4992	127	90	1262	484	270	306	2455	44	148	482	49	314	81	41
1	25	99	47	12	1	124	20	32	92	171	4	60	15	30	38	443	7	2	31	27	7	0	48	181	30	412	128	25	54	74
51	91	171	78	6	55	26	24	31	33	104	43	53	33	22	15	291	7	108	38	63	0	22	121	2	4	129	56	76	13	13
77	180	292	74	144	54	336	28	87	172	542	67	4	198	19	32	888	350	121	48	14	55	47	5	41	5	14	34	75	294	300
3368	9051	1930	783	1326	1736	213	148	5709	1627	10678	3292	2958	5033	66	392	2910	5366	1315	454	420	569	522	1008	2278	2997	9916	2270	1897	1886	1578
641	565	283	3762	431	286	905	1003	418	1934	2575	121	200	1017	1500	5536	801	419	1222	1654	58	1554	1567	644	2351	432	2780	63	1234	2475	1503
398	837	14	267	1109	200	2	72	371	643	608	640	1730	56	50	165	1674	252	49	1343	1138	237	596	176	321	3788	2012	1796	6	1995	463
154	244	278	28	502	37	446	91	112	1198	15	35	46	546	1044	1789	127	333	928	110	273	341	178	110	711	621	118	248	518	1248	0
1	303	33	129	38	69	139	87	101	77	49	22	87	277	23	148	831	127	370	1062	440	106	150	110	795	978	4	104	757	33	119
60	16	24	165	4	0	3	65	18	8	189	54	1	72	73	243	347	153	19	29	29	98	22	1	156	83	148	12	27	92	13
38	647	889	626	447	66	340	77	45	9	543	416	461	90	18	687	447	829	96	207	289	286	689	33	371	1968	529	15	255	183	192
1	38	532	96	25	63	140	19	4	3	54	195	127	12	33	52	533	110	51	145	222	18	182	80	62	252	37	13	11	264	114
10	87	97	48	13	34	171	134	5	23	60	69	121	201	1	371	329	39	2	1	1	38	16	123	68	123	40	4	70	97	64
